"Crash_ID","$1000_Damage_to_Any_One_Person's_Property","Agency","At_Intersection_Flag","Construction_Zone_Flag","Crash_Date","Crash_Death_Count","Crash_Month","Crash_Not_Injured_Count","Crash_Severity","Crash_Time","Crash_Year","Day_of_Week","First_Harmful_Event","Hour_of_Day","Light_Condition","Manner_of_Collision","Median_Width","Number_of_Entering_Roads","Physical_Feature_1","Physical_Feature_2","Road_Class","Roadway_Type","Speed_Limit","Surface_Condition","Traffic_Control_Type","Weather_Condition","Driver_License_Class","Charge","Person_Age","Person_Alcohol_Specimen_Type_Taken","Person_Drug_Specimen_Type","Person_Drug_Test_Result","Person_Ethnicity","Person_Gender","Person_Helmet","Person_Injury_Severity","Person_Total_Injury_Count","injuries_report"
"13268481","Yes","AUSTIN POLICE DEPARTMENT",TRUE,"No","2013-04-23",0,"4",1,"C - POSSIBLE INJURY","1527","2013","TUESDAY","PEDALCYCLIST","15:00 - 15:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - TURNING RIGHT",0,"4 - FOUR ENTERING ROADS","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",0,"1 - DRY","5 - SIGNAL LIGHT","1 - CLEAR","C - CLASS C","UNSAFE MOVEMENT RIGHT",47,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"13268481","Yes","AUSTIN POLICE DEPARTMENT",TRUE,"No","2013-04-23",0,"4",1,"C - POSSIBLE INJURY","1527","2013","TUESDAY","PEDALCYCLIST","15:00 - 15:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - TURNING RIGHT",0,"4 - FOUR ENTERING ROADS","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",0,"1 - DRY","5 - SIGNAL LIGHT","1 - CLEAR","C - CLASS C","NO CHARGES",44,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","1 - MALE","99 - UNKNOWN IF WORN","C - POSSIBLE INJURY",1,"Person_Possible_Injury"
"13300696","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2013-04-25",0,"4",0,"B - SUSPECTED MINOR INJURY","837","2013","THURSDAY","PEDALCYCLIST","08:00 - 08:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - TURNING RIGHT",0,"4 - FOUR ENTERING ROADS","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",30,"1 - DRY","5 - SIGNAL LIGHT","2 - CLOUDY","99 - UNKNOWN","NO CHARGES",26,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","99 - UNKNOWN","99 - UNKNOWN","97 - NOT APPLICABLE","99 - UNKNOWN",0,"Person_Unkown_Injury"
"13300696","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2013-04-25",0,"4",0,"B - SUSPECTED MINOR INJURY","837","2013","THURSDAY","PEDALCYCLIST","08:00 - 08:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - TURNING RIGHT",0,"4 - FOUR ENTERING ROADS","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",30,"1 - DRY","5 - SIGNAL LIGHT","2 - CLOUDY","C - CLASS C","NO CHARGES",23,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","2 - FEMALE","1 - NOT WORN","B - SUSPECTED MINOR INJURY",1,"Person_Possible_Injury"
"13255080","No","AUSTIN POLICE DEPARTMENT",FALSE,"No","2013-04-26",0,"4",1,"B - SUSPECTED MINOR INJURY","1540","2013","FRIDAY","PEDALCYCLIST","15:00 - 15:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"97 - NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",25,"1 - DRY","5 - SIGNAL LIGHT","1 - CLEAR","C - CLASS C","FAIL TO MAINTAIN ASSURED CLEAR DISTANCE",24,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","2 - FEMALE","1 - NOT WORN","B - SUSPECTED MINOR INJURY",1,"Person_Possible_Injury"
"13255080","No","AUSTIN POLICE DEPARTMENT",FALSE,"No","2013-04-26",0,"4",1,"B - SUSPECTED MINOR INJURY","1540","2013","FRIDAY","PEDALCYCLIST","15:00 - 15:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"97 - NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",25,"1 - DRY","5 - SIGNAL LIGHT","1 - CLEAR","C - CLASS C","NO CHARGES",33,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"13255081","No","AUSTIN POLICE DEPARTMENT",FALSE,"No","2013-04-26",0,"4",4,"B - SUSPECTED MINOR INJURY","1616","2013","FRIDAY","PEDALCYCLIST","16:00 - 16:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"97 - NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",45,"2 - WET","11 - CENTER STRIPE/DIVIDER","3 - RAIN","C - CLASS C","NO CHARGES",21,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"13255081","No","AUSTIN POLICE DEPARTMENT",FALSE,"No","2013-04-26",0,"4",4,"B - SUSPECTED MINOR INJURY","1616","2013","FRIDAY","PEDALCYCLIST","16:00 - 16:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"97 - NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",45,"2 - WET","11 - CENTER STRIPE/DIVIDER","3 - RAIN","C - CLASS C","NO CHARGES",21,"TEST_NOT_TAKEN","TEST_NOT_TAKEN","97 - NOT APPLICABLE","W - WHITE","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"13255081","No","AUSTIN POLICE DEPARTMENT",FALSE,"No","2013-04-26",0,"4",4,"B - SUSPECTED MINOR INJURY","1616","2013","FRIDAY","PEDALCYCLIST","16:00 - 16:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"97 - NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",45,"2 - WET","11 - CENTER STRIPE/DIVIDER","3 - RAIN","C - CLASS C","NO CHARGES",21,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","1 - MALE","1 - NOT WORN","B - SUSPECTED MINOR INJURY",1,"Person_Possible_Injury"
"13254137","Yes","AUSTIN POLICE DEPARTMENT",FALSE,"No","2013-04-27",0,"4",3,"N - NOT INJURED","1529","2013","SATURDAY","PEDALCYCLIST","15:00 - 15:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"97 - NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",35,"1 - DRY","17 - MARKED LANES","2 - CLOUDY","C - CLASS C","NO CHARGES",21,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","1 - MALE","1 - NOT WORN","N - NOT INJURED",0,"Person_Unkown_Injury"
"13254137","Yes","AUSTIN POLICE DEPARTMENT",FALSE,"No","2013-04-27",0,"4",3,"N - NOT INJURED","1529","2013","SATURDAY","PEDALCYCLIST","15:00 - 15:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"97 - NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",35,"1 - DRY","17 - MARKED LANES","2 - CLOUDY","C - CLASS C","NO CHARGES",25,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"13254137","Yes","AUSTIN POLICE DEPARTMENT",FALSE,"No","2013-04-27",0,"4",3,"N - NOT INJURED","1529","2013","SATURDAY","PEDALCYCLIST","15:00 - 15:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"97 - NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",35,"1 - DRY","17 - MARKED LANES","2 - CLOUDY","C - CLASS C","NO CHARGES",20,"TEST_NOT_TAKEN","TEST_NOT_TAKEN","97 - NOT APPLICABLE","W - WHITE","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"13254137","Yes","AUSTIN POLICE DEPARTMENT",FALSE,"No","2013-04-27",0,"4",3,"N - NOT INJURED","1529","2013","SATURDAY","PEDALCYCLIST","15:00 - 15:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"97 - NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",35,"1 - DRY","17 - MARKED LANES","2 - CLOUDY","C - CLASS C","NO CHARGES",20,"TEST_NOT_TAKEN","TEST_NOT_TAKEN","97 - NOT APPLICABLE","W - WHITE","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"13276766","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2013-04-28",0,"4",1,"C - POSSIBLE INJURY","15","2013","SUNDAY","PEDALCYCLIST","00:00 - 00:59","3 - DARK, LIGHTED","ONE MOTOR VEHICLE - TURNING LEFT",0,"97 - NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED",30,"1 - DRY","5 - SIGNAL LIGHT","1 - CLEAR","C - CLASS C","NO CHARGES",42,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"13276766","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2013-04-28",0,"4",1,"C - POSSIBLE INJURY","15","2013","SUNDAY","PEDALCYCLIST","00:00 - 00:59","3 - DARK, LIGHTED","ONE MOTOR VEHICLE - TURNING LEFT",0,"97 - NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED",30,"1 - DRY","5 - SIGNAL LIGHT","1 - CLEAR","C - CLASS C","NO CHARGES",25,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","1 - MALE","1 - NOT WORN","C - POSSIBLE INJURY",1,"Person_Possible_Injury"
"13300788","Yes","AUSTIN POLICE DEPARTMENT",TRUE,"No","2013-04-29",0,"4",1,"B - SUSPECTED MINOR INJURY","1656","2013","MONDAY","PEDALCYCLIST","16:00 - 16:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - TURNING RIGHT",0,"2 - THREE ENTERING ROADS - T","ENTRANCE TO OR EXIT FROM PRIVATE PROPERTY OR DRIVEWAY","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",0,"1 - DRY","96 - NONE","1 - CLEAR","C - CLASS C","NO CHARGES",81,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","H - HISPANIC","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"13300788","Yes","AUSTIN POLICE DEPARTMENT",TRUE,"No","2013-04-29",0,"4",1,"B - SUSPECTED MINOR INJURY","1656","2013","MONDAY","PEDALCYCLIST","16:00 - 16:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - TURNING RIGHT",0,"2 - THREE ENTERING ROADS - T","ENTRANCE TO OR EXIT FROM PRIVATE PROPERTY OR DRIVEWAY","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",0,"1 - DRY","96 - NONE","1 - CLEAR","C - CLASS C","NO CHARGES",27,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","1 - MALE","3 - WORN, NOT DAMAGED","B - SUSPECTED MINOR INJURY",1,"Person_Possible_Injury"
"13254083","No","AUSTIN POLICE DEPARTMENT",FALSE,"No","2013-04-30",0,"4",1,"B - SUSPECTED MINOR INJURY","2019","2013","TUESDAY","PEDALCYCLIST","20:00 - 20:59","3 - DARK, LIGHTED","ONE MOTOR VEHICLE - TURNING RIGHT",0,"97 - NOT APPLICABLE","IN A PARKING LOT","NOT APPLICABLE","NON TRAFFICWAY","NOT APPLICABLE",35,"1 - DRY","8 - STOP SIGN","1 - CLEAR","C - CLASS C","NO CHARGES",27,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","H - HISPANIC","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"13254083","No","AUSTIN POLICE DEPARTMENT",FALSE,"No","2013-04-30",0,"4",1,"B - SUSPECTED MINOR INJURY","2019","2013","TUESDAY","PEDALCYCLIST","20:00 - 20:59","3 - DARK, LIGHTED","ONE MOTOR VEHICLE - TURNING RIGHT",0,"97 - NOT APPLICABLE","IN A PARKING LOT","NOT APPLICABLE","NON TRAFFICWAY","NOT APPLICABLE",35,"1 - DRY","8 - STOP SIGN","1 - CLEAR","C - CLASS C","NO CHARGES",26,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","2 - FEMALE","1 - NOT WORN","B - SUSPECTED MINOR INJURY",1,"Person_Possible_Injury"
"13267677","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2013-05-01",0,"5",2,"C - POSSIBLE INJURY","842","2013","WEDNESDAY","PEDALCYCLIST","08:00 - 08:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - TURNING RIGHT",20,"2 - THREE ENTERING ROADS - T","NOT APPLICABLE","NOT APPLICABLE","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED",45,"1 - DRY","96 - NONE","1 - CLEAR","C - CLASS C","NO CHARGES",55,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","H - HISPANIC","1 - MALE","1 - NOT WORN","C - POSSIBLE INJURY",1,"Person_Possible_Injury"
"13267677","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2013-05-01",0,"5",2,"C - POSSIBLE INJURY","842","2013","WEDNESDAY","PEDALCYCLIST","08:00 - 08:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - TURNING RIGHT",20,"2 - THREE ENTERING ROADS - T","NOT APPLICABLE","NOT APPLICABLE","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED",45,"1 - DRY","96 - NONE","1 - CLEAR","C - CLASS C","NO CHARGES",33,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","H - HISPANIC","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"13267677","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2013-05-01",0,"5",2,"C - POSSIBLE INJURY","842","2013","WEDNESDAY","PEDALCYCLIST","08:00 - 08:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - TURNING RIGHT",20,"2 - THREE ENTERING ROADS - T","NOT APPLICABLE","NOT APPLICABLE","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED",45,"1 - DRY","96 - NONE","1 - CLEAR","C - CLASS C","NO CHARGES",0,"TEST_NOT_TAKEN","TEST_NOT_TAKEN","97 - NOT APPLICABLE","H - HISPANIC","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"13268101","No","AUSTIN POLICE DEPARTMENT",FALSE,"No","2013-05-01",0,"5",1,"C - POSSIBLE INJURY","1931","2013","WEDNESDAY","PEDALCYCLIST","19:00 - 19:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"2 - THREE ENTERING ROADS - T","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",35,"1 - DRY","8 - STOP SIGN","1 - CLEAR","C - CLASS C","NO CHARGES",40,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","B - BLACK","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"13268101","No","AUSTIN POLICE DEPARTMENT",FALSE,"No","2013-05-01",0,"5",1,"C - POSSIBLE INJURY","1931","2013","WEDNESDAY","PEDALCYCLIST","19:00 - 19:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"2 - THREE ENTERING ROADS - T","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",35,"1 - DRY","8 - STOP SIGN","1 - CLEAR","C - CLASS C","NO CHARGES",10,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","H - HISPANIC","1 - MALE","1 - NOT WORN","C - POSSIBLE INJURY",1,"Person_Possible_Injury"
"13268427","No","AUSTIN POLICE DEPARTMENT",FALSE,"No","2013-05-03",0,"5",1,"B - SUSPECTED MINOR INJURY","1453","2013","FRIDAY","PEDALCYCLIST","14:00 - 14:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"97 - NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",45,"1 - DRY","8 - STOP SIGN","1 - CLEAR","C - CLASS C","NO CHARGES",49,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","H - HISPANIC","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"13268427","No","AUSTIN POLICE DEPARTMENT",FALSE,"No","2013-05-03",0,"5",1,"B - SUSPECTED MINOR INJURY","1453","2013","FRIDAY","PEDALCYCLIST","14:00 - 14:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"97 - NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",45,"1 - DRY","8 - STOP SIGN","1 - CLEAR","C - CLASS C","OPERATING BICYCLE ON SIDEWALK",35,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","1 - MALE","1 - NOT WORN","B - SUSPECTED MINOR INJURY",1,"Person_Possible_Injury"
"13267549","Yes","AUSTIN POLICE DEPARTMENT",FALSE,"No","2013-05-04",0,"5",0,"B - SUSPECTED MINOR INJURY","617","2013","SATURDAY","PEDALCYCLIST","06:00 - 06:59","4 - DARK, UNKNOWN LIGHTING","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"97 - NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",0,"1 - DRY","17 - MARKED LANES","1 - CLEAR","99 - UNKNOWN","NO CHARGES",21,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","99 - UNKNOWN","99 - UNKNOWN","97 - NOT APPLICABLE","99 - UNKNOWN",0,"Person_Unkown_Injury"
"13267549","Yes","AUSTIN POLICE DEPARTMENT",FALSE,"No","2013-05-04",0,"5",0,"B - SUSPECTED MINOR INJURY","617","2013","SATURDAY","PEDALCYCLIST","06:00 - 06:59","4 - DARK, UNKNOWN LIGHTING","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"97 - NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",0,"1 - DRY","17 - MARKED LANES","1 - CLEAR","C - CLASS C","NO CHARGES",33,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","2 - FEMALE","1 - NOT WORN","B - SUSPECTED MINOR INJURY",1,"Person_Possible_Injury"
"13300797","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2013-05-04",0,"5",0,"B - SUSPECTED MINOR INJURY","10","2013","SATURDAY","PEDALCYCLIST","00:00 - 00:59","3 - DARK, LIGHTED","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"4 - FOUR ENTERING ROADS","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",35,"1 - DRY","5 - SIGNAL LIGHT","1 - CLEAR","99 - UNKNOWN","LTS COLLISION",26,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","H - HISPANIC","2 - FEMALE","97 - NOT APPLICABLE","99 - UNKNOWN",0,"Person_Unkown_Injury"
"13300797","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2013-05-04",0,"5",0,"B - SUSPECTED MINOR INJURY","10","2013","SATURDAY","PEDALCYCLIST","00:00 - 00:59","3 - DARK, LIGHTED","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"4 - FOUR ENTERING ROADS","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",35,"1 - DRY","5 - SIGNAL LIGHT","1 - CLEAR","C - CLASS C","NO CHARGES",22,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","1 - MALE","1 - NOT WORN","B - SUSPECTED MINOR INJURY",1,"Person_Possible_Injury"
"13267586","Yes","AUSTIN POLICE DEPARTMENT",TRUE,"No","2013-05-05",0,"5",1,"A - SUSPECTED SERIOUS INJURY","2046","2013","SUNDAY","PEDALCYCLIST","20:00 - 20:59","2 - DARK, NOT LIGHTED","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"2 - THREE ENTERING ROADS - T","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",30,"1 - DRY","96 - NONE","1 - CLEAR","C - CLASS C","DWLI, NO INSURANCE, FTMFR",28,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","H - HISPANIC","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"13267586","Yes","AUSTIN POLICE DEPARTMENT",TRUE,"No","2013-05-05",0,"5",1,"A - SUSPECTED SERIOUS INJURY","2046","2013","SUNDAY","PEDALCYCLIST","20:00 - 20:59","2 - DARK, NOT LIGHTED","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"2 - THREE ENTERING ROADS - T","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",30,"1 - DRY","96 - NONE","1 - CLEAR","C - CLASS C","NO CHARGES",25,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","1 - MALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY",1,"Person_Possible_Injury"
"13267596","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2013-05-05",0,"5",1,"B - SUSPECTED MINOR INJURY","1430","2013","SUNDAY","PEDALCYCLIST","14:00 - 14:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"4 - FOUR ENTERING ROADS","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",25,"1 - DRY","8 - STOP SIGN","1 - CLEAR","C - CLASS C","NO CHARGES",58,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","B - BLACK","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"13267596","No","AUSTIN POLICE DEPARTMENT",TRUE,"No","2013-05-05",0,"5",1,"B - SUSPECTED MINOR INJURY","1430","2013","SUNDAY","PEDALCYCLIST","14:00 - 14:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"4 - FOUR ENTERING ROADS","NOT APPLICABLE","NOT APPLICABLE","CITY STREET","NOT APPLICABLE",25,"1 - DRY","8 - STOP SIGN","1 - CLEAR","5 - UNLICENSED","NO CHARGES",12,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","B - BLACK","1 - MALE","1 - NOT WORN","B - SUSPECTED MINOR INJURY",1,"Person_Possible_Injury"
"13276615","Yes","AUSTIN POLICE DEPARTMENT",TRUE,"No","2013-05-05",0,"5",1,"B - SUSPECTED MINOR INJURY","806","2013","SUNDAY","PEDALCYCLIST","08:00 - 08:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - TURNING RIGHT",0,"97 - NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","US & STATE HIGHWAYS","4 OR MORE LANES",45,"1 - DRY","8 - STOP SIGN","1 - CLEAR","C - CLASS C","FAILURE TO YIELD-STOP SIGN",64,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"13276615","Yes","AUSTIN POLICE DEPARTMENT",TRUE,"No","2013-05-05",0,"5",1,"B - SUSPECTED MINOR INJURY","806","2013","SUNDAY","PEDALCYCLIST","08:00 - 08:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - TURNING RIGHT",0,"97 - NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","US & STATE HIGHWAYS","4 OR MORE LANES",45,"1 - DRY","8 - STOP SIGN","1 - CLEAR","C - CLASS C","NO CHARGES",60,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","W - WHITE","1 - MALE","4 - WORN, UNK DAMAGE","B - SUSPECTED MINOR INJURY",1,"Person_Possible_Injury"
"13267605","No","AUSTIN POLICE DEPARTMENT",FALSE,"No","2013-05-06",0,"5",3,"B - SUSPECTED MINOR INJURY","1204","2013","MONDAY","PEDALCYCLIST","12:00 - 12:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"97 - NOT APPLICABLE","IN A PARKING LOT","NOT APPLICABLE","NON TRAFFICWAY","NOT APPLICABLE",0,"1 - DRY","98 - OTHER (EXPLAIN IN NARRATIVE)","1 - CLEAR","C - CLASS C","FAIL TO MAINTAIN INSURANCE",27,"96 - NONE","96 - NONE","97 - NOT APPLICABLE","H - HISPANIC","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"13267605","No","AUSTIN POLICE DEPARTMENT",FALSE,"No","2013-05-06",0,"5",3,"B - SUSPECTED MINOR INJURY","1204","2013","MONDAY","PEDALCYCLIST","12:00 - 12:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"97 - NOT APPLICABLE","IN A PARKING LOT","NOT APPLICABLE","NON TRAFFICWAY","NOT APPLICABLE",0,"1 - DRY","98 - OTHER (EXPLAIN IN NARRATIVE)","1 - CLEAR","C - CLASS C","NO CHARGES",5,"TEST_NOT_TAKEN","TEST_NOT_TAKEN","97 - NOT APPLICABLE","H - HISPANIC","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
"13267605","No","AUSTIN POLICE DEPARTMENT",FALSE,"No","2013-05-06",0,"5",3,"B - SUSPECTED MINOR INJURY","1204","2013","MONDAY","PEDALCYCLIST","12:00 - 12:59","1 - DAYLIGHT","ONE MOTOR VEHICLE - GOING STRAIGHT",0,"97 - NOT APPLICABLE","IN A PARKING LOT","NOT APPLICABLE","NON TRAFFICWAY","NOT APPLICABLE",0,"1 - DRY","98 - OTHER (EXPLAIN IN NARRATIVE)","1 - CLEAR","C - CLASS C","NO CHARGES",2,"TEST_NOT_TAKEN","TEST_NOT_TAKEN","97 - NOT APPLICABLE","H - HISPANIC","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED",0,"Person_Not_Injured"
